iata,name;city#countryName!regionName
KOT,Kotlik Airport;Kotlik#United States!North America
YPJ,Aupaluk Airport;Aupaluk#Canada!North America
FEN,Fernando De Noronha Airport;Fernando De Noronha#Brazil!South America
GUC,Gunnison Airport;Gunnison#United States!North America
LLI,Lalibela Airport;Lalibela#Ethiopia!Africa
PDG,Minangkabau International Airport;Padang#Indonesia!Asia
MQF,Magnitogorsk Airport;Magnitogorsk#Russian Federation!Europe
OUL,Oulu Airport;Oulu#Finland!Europe
GNS,Gunungsitoli Airport;Gunungsitoli#Indonesia!Asia
YYG,Charlottetown Airport;Charlottetown#Canada!North America
CMW,Ign Agramonte International Airport;Camaguey#Cuba!Caribbean
LNZ,Linz Airport;Linz#Austria!Europe
MKY,Mackay Airport;Mackay#Australia!Oceania
VCS,Coong Airport;Con Dao#Viet Nam!Asia
CCV,Craig Cove Airport;Craig Cove#Vanuatu!Oceania
PGA,Page Airport;Page#United States!North America
WLK,Selawik Airport;Selawik#United States!North America
VNS,Lal Bahadur Shastri International Airport;Varanasi#India!Asia
OMS,Omsk Airport;Omsk#Russian Federation!Europe
KIX,Kansai International Airport;Osaka#Japan!Asia
RPR,Swami Vivekananda Airport;Raipur#India!Asia
KLW,Klawock Airport;Klawock#United States!North America
AQP,Rodriguez Ballon International Airport;Arequipa#Peru!South America
HIB,Chisholm Airport;Hibbing#United States!North America
HAM,Hamburg Airport;Hamburg#Germany!Europe
PHL,Philadelphia International Airport;Philadelphia#United States!North America
DIU,Diu Airport;Diu#India!Asia
HOG,Frank Pais Airport;Holguin#Cuba!Caribbean
CJB,Coimbatore International Airport;Coimbatore#India!Asia
YZG,Salluit Airport;Salluit#Canada!North America
MJN,Amborovy Airport;Majunga#Madagascar!Africa
BRO,South Padre Island International Airport;Brownsville#United States!North America
RCB,Richards Bay Airport;Richards Bay#South Africa!Africa
ELI,Elim Airport;Elim#United States!North America
XSP,Seletar Airport;Singapore#Singapore!Asia
BFD,Bradford Airport;Bradford#United States!North America
MEY,Meghauli Airport;Meghauli#Nepal!Asia
YYB,Jack Garland Airport;North Bay#Canada!North America
AGS,Augusta Regional Airport;Augusta#United States!North America
KNX,Kununurra Airport;Kununurra#Australia!Oceania
YPX,Puvirnituq Airport;Povungnituk#Canada!North America
BKW,Beckley Airport;Beckley#United States!North America
VFA,Victoria Falls Airport;Victoria Falls#Zimbabwe!Africa
LYP,Faisalabad Airport;Faisalabad#Pakistan!Asia
NSK,Noril'sk Airport;Noril'sk#Russian Federation!Europe
KZO,Kzyl-Orda Airport;Kzyl-Orda#Kazakhstan!Asia
SLZ,Marechal Cunha Machado International Airport;Sao Luiz#Brazil!South America
AKF,Kufrah Airport;Kufrah#Libya!Africa
SXR,Srinagar International Airport;Srinagar#India!Asia
UFA,Ufa International Airport;Ufa#Russian Federation!Europe
AJA,Ajaccio Napoleon Bonaparte Airport;Ajaccio#France!Europe
TSR,Timisoara Traian Vuia International Airport;Timisoara#Romania!Europe
WSZ,Westport Airport;Westport#New Zealand!Oceania
TRZ,Tiruchirapalli International Airport;Tiruchirappalli#India!Asia
YUB,Tuktoyaktuk Airport;Tuktoyaktuk#Canada!North America
SLU,George F. L. Charles Airport;Saint Lucia#Saint Lucia!Caribbean
XMH,Manihi Airport;Manihi#French Polynesia!Oceania
YPB,Port Alberni Airport;Port Alberni#Canada!North America
SVJ,Helle Airport;Svolvaer#Norway!Europe
BVG,Berlevag Airport;Berlevag#Norway!Europe
SMS,Sainte Marie Airport;Sainte Marie#Madagascar!Africa
OSL,Oslo Airport Gardermoen;Oslo#Norway!Europe
NVA,Benito Salas Airport;Neiva#Colombia!South America
PUF,The Pau-Pyrenees International Airport;Pau#France!Europe
VIJ,Virgin Gorda Airport;Virgin Gorda#British Virgin Islands!Caribbean
SBZ,Sibiu Airport;Sibiu#Romania!Europe
SMK,St. Michael Airport;Saint Michael#United States!North America
MJU,Tampa Padang Airport;Mamuju#Indonesia!Asia
ZAD,Zadar Airport;Zadar#Croatia!Europe
PIA,Peoria International Airport;Peoria#United States!North America
CKY,Conakry Airport;Conakry#Guinea!Africa
ZSA,San Salvador Airport;San Salvador#Bahamas!Caribbean
YXC,Canadian Rockies International Airport;Cranbrook#Canada!North America
ADL,Adelaide Airport;Adelaide#Australia!Oceania
BJZ,Talaveral La Real Airport;Badajoz#Spain and Canary Islands!Europe
ICN,Incheon International Airport;Seoul#Republic of Korea!Asia
POA,Salgado Filho International Airport;Porto Alegre#Brazil!South America
ZMT,Masset Airport;Masset#Canada!North America
VEE,Venetie Airport;Venetie#United States!North America
YGL,La Grande Airport;La Grande#Canada!North America
CEB,Mactan-Cebu International Airport;Cebu City#Philippines!Asia
IXE,Mangalore Airport;Mangalore#India!Asia
BKC,Buckland Airport;Buckland#United States!North America
SPI,Capital Airport;Springfield#United States!North America
VPG,Vipingo Airport;Vipingo#Kenya!Africa
SBY,Wicomico Regional Airport;Salisbury-Ocean City#United States!North America
AXT,Akita Airport;Akita#Japan!Asia
ALA,Almaty Airport;Almaty#Kazakhstan!Asia
WAT,Waterford Airport;Waterford#Ireland!Europe
FRW,Francistown Airport;Francistown#Botswana!Africa
SIT,Sitka Airport;Sitka#United States!North America
CIX,Cornel Ruiz Airport;Chiclayo#Peru!South America
JAU,Jauja Airport;Jauja#Peru!South America
ATW,Outagamie County Regional Airport;Appleton#United States!North America
HOU,William P. Hobby Airport;Houston#United States!North America
AXR,Arutua Airport;Arutua#French Polynesia!Oceania
IOS,Ilheus/Bahia-Jorge Amado Airport;Ilheus#Brazil!South America
GMB,Gambela Airport;Gambela#Ethiopia!Africa
YAK,Yakutat Airport;Yakutat#United States!North America
YYJ,Victoria International Airport;Victoria#Canada!North America
PHS,Phitsanulok Airport;Phitsanulok#Thailand!Asia
BED,Hanscom Field;Bedford/Hanscom#United States!North America
SSB,Christiansted Harbor Seaplane Base;Saint Croix#U.S. Virgin Islands!Caribbean
PLH,Plymouth Airport;Plymouth#United Kingdom!Europe
FLG,Flagstaff Pulliam Airport;Flagstaff#United States!North America
HNL,Honolulu International Airport;Honolulu#United States!North America
CUC,Camilo Daza International Airport;Cucuta#Colombia!South America
SGY,Skagway Airport;Skagway#United States!North America
MLB,Melbourne International Airport;Melbourne#United States!North America
BUR,Bob Hope Airport;Burbank#United States!North America
TPQ,Tepic Airport;Tepic#Mexico!North America
TOD,Tioman Airport;Tioman#Malaysia!Asia
ACA,Acapulco International Airport;Acapulco#Mexico!North America
UTT,Umtata Airport;Umtata#South Africa!Africa
DNK,Dnepropetrovsk International Airport;Dnepropetrovsk#Ukraine!Europe
PLO,Port Lincoln Airport;Port Lincoln#Australia!Oceania
SLX,Salt Cay Airport;Salt Cay#Turks and Caicos Islands!Caribbean
FAC,Faaite Airport;Faaite#French Polynesia!Oceania
FAV,Fakarava Airport;Fakarava#French Polynesia!Oceania
CGR,Campo Grande International Airport;Campo Grande#Brazil!South America
YMM,Fort McMurray International Airport;Fort McMurray#Canada!North America
LUX,Luxembourg Airport;Luxembourg#Luxembourg!Europe
IDR,Devi Ahilya Bai Holkar Airport;Indore#India!Asia
HGO,Korhogo Airport;Korhogo#Cote d'Ivoire!Africa
NVI,Navoi Airport;Navoi#Uzbekistan!Asia
DPA,DuPage Airport;Chicago#United States!North America
WRE,Whangarei Airport;Whangarei#New Zealand!Oceania
LXS,Limnos Airport;Limnos#Greece!Europe
WIC,Wick Airport;Wick#United Kingdom!Europe
MUR,Marudi Airport;Marudi#Malaysia!Asia
LWS,Lewiston-Nez Perce County Regional Airport;Lewiston#United States!North America
UDI,Uberlandia-Ten. Cel. Av. Cesar Bombonato Airport;Uberlandia#Brazil!South America
BFF,Western Nebraska Regional Airport;Scottsbluff#United States!North America
NJF,Al-Najaf International Airport;Al-Najaf#Iraq!Middle East
TDD,Teniente Jorge Henrich Arauz Airport;Trinidad#Bolivia!South America
YSB,Sudbury Airport;Sudbury#Canada!North America
JAV,Ilulissat Airport;Ilulissat#Greenland!North America
AJR,Arvidsjaur Airport;Arvidsjaur#Sweden!Europe
MQP,Kruger Mpumalanga International Airport;Nelspruit#South Africa!Africa
BJB,Bojnord Airport;Bojnord#Iran!Asia
VXC,Lichinga Airport;Lichinga#Mozambique!Africa
GRW,Graciosa Island Airport;Graciosa Island (Azores)#Portugal!Europe
KMA,Kerema Airport;Kerema#Papua New Guinea!Asia
BWA,Bhairawa Airport;Bhairawa#Nepal!Asia
TIR,Tirupati Airport;Tirupati#India!Asia
KSQ,Karshi Airport;Karshi#Uzbekistan!Asia
IAH,George Bush Intercontinental Airport;Houston#United States!North America
MKW,Rendani Airport;Manokwari#Indonesia!Asia
KMO,Manokotak Sea Plane Base;Manokotak#United States!North America
KPN,Kipnuk Sea Plane Base;Kipnuk#United States!North America
HBE,Borg El Arab Airport;Alexandria#Egypt!Middle East
MQM,Mardin Airport;Mardin#Turkey!Europe
VIE,Vienna International Airport;Vienna#Austria!Europe
HCR,Holy Cross Airport;Holy Cross#United States!North America
EGM,Sege Airport;Sege#Solomon Islands!Oceania
RXS,Roxas City Airport;Roxas City#Philippines!Asia
YSO,Postville Airport;Postville#Canada!North America
HSL,Huslia Airport;Huslia#United States!North America
BUA,Buka Airport;Buka#Papua New Guinea!Asia
BOH,Bournemouth Airport;Bournemouth#United Kingdom!Europe
MBE,Monbetsu Airport;Monbetsu#Japan!Asia
AGH,Angelholm Helsingborg Airport;Angelholm/Helsingborg#Sweden!Europe
MII,Dr Gastao Vidigal Airport;Marilia#Brazil!South America
TPE,Taiwan Taoyuan International Airport;Taipei#Republic of China Taiwan!Asia
ARM,Armidale Airport;Armidale#Australia!Oceania
MNF,Mana Island Airstrip;Mana Island#Fiji!Oceania
SLQ,Sleetmute Airport;Sleetmute#United States!North America
BGI,Grantley Adams International Airport;Bridgetown#Barbados!Caribbean
TLV,Ben Gurion International Airport;Tel Aviv-Yafo#Israel!Middle East
BAY,Baia Mare Airport;Baia Mare#Romania!Europe
MCZ,Maceio-Zumbi dos Palmares International Airport;Maceio#Brazil!South America
BHE,Woodbourne Airport;Blenheim#New Zealand!Oceania
AMD,Ahmedabad Airport;Ahmedabad#India!Asia
APA,Centennial Airport;Denver#United States!North America
KTE,Kerteh Airport;Kerteh#Malaysia!Asia
MRS,Marseille Airport;Marseille#France!Europe
UYU,Uyuni Airport;Uyuni#Bolivia!South America
EMK,Emmonak Airport;Emmonak#United States!North America
WNN,Wunnummin Lake Airport;Wunnummin Lake#Canada!North America
BKG,Branson Airport;Hollister#United States!North America
LWT,Lewistown Municipal Airport;Lewistown#United States!North America
HUH,Huahine Airport;Huahine#French Polynesia!Oceania
ZRJ,Round Lake Airport;Round Lake#Canada!North America
CJS,Abraham Gonzalez International Airport;Ciudad Juarez#Mexico!North America
DCM,Mazamet Airport;Castres#France!Europe
BBI,Biju Patnaik International Airport;Bhubaneswar#India!Asia
SCU,Antonio Maceo Airport;Santiago#Cuba!Caribbean
PMO,Falcone–Borsellino Airport;Palermo#Italy!Europe
WYA,Whyalla Airport;Whyalla#Australia!Oceania
CRD,General E. Mosconi International Airport;Comodoro Rivadavia#Argentina!South America
CCU,Netaji Subhas Chandra Bose Airport;Kolkata#India!Asia
KEM,Kemi/Tornio Airport;Kemi/Tornio#Finland!Europe
MYD,Malindi Airport;Malindi#Kenya!Africa
HBX,Hubli Airport;Hubli#India!Asia
IXZ,Port Blair Airport;Port Blair#India!Asia
ARN,Stockholm Arlanda Airport;Stockholm#Sweden!Europe
LFW,Lome Airport;Lome#Togo!Africa
JHS,Sisimiut Airport;Sisimiut#Greenland!North America
RBX,Rumbek Airport;Rumbek#South Sudan!Africa
AEY,Akureyri Airport;Akureyri#Iceland!Europe
TVU,Matei Airport;Taveuni#Fiji!Oceania
KMC,Hafar Al-Batin Domestic Airport;King Khalid Military City#Saudi Arabia!Middle East
LYB,Little Cayman Airport;Little Cayman#Cayman Islands!Caribbean
TOU,Touho Airport;Touho#New Caledonia!Oceania
AGT,Alejo Garcia Airport;Ciudad del Este#Paraguay!South America
OGG,Kahului Airport;Kahului#United States!North America
LIM,J Chavez International Airport;Lima#Peru!South America
EGO,Belgorod Airport;Belgorod#Russian Federation!Europe
GNV,Gainesville Regional Airport;Gainesville#United States!North America
PCR,Puerto Carreno Airport;Puerto Carreno#Colombia!South America
IAN,Bob Baker Memorial Airport;Kiana#United States!North America
CYF,Chefornak Sea Plane Base;Chefornak#United States!North America
ATM,Altamira Airport;Altamira#Brazil!South America
KGC,Kingscote Airport;Kingscote#Australia!Oceania
CPT,Cape Town International Airport;Cape Town#South Africa!Africa
IGA,Inagua Airport;Inagua#Bahamas!Caribbean
CNY,Canyonlands Field;Moab#United States!North America
DUJ,Jefferson County Airport;Dubois#United States!North America
LBC,Blankensee Airport;Hamburg#Germany!Europe
KOA,Kona International Airport at Keahole;Kailua-Kona#United States!North America
PSO,Cano Airport;Pasto#Colombia!South America
ALO,Waterloo Airport;Waterloo#United States!North America
HUY,Humberside Airport;Humberside#United Kingdom!Europe
SNN,Shannon Airport;Shannon#Ireland!Europe
BTJ,Sultan Iskandar Muda International Airport;Banda Aceh#Indonesia!Asia
ELH,North Eleuthera International Airport;North Eleuthera#Bahamas!Caribbean
NUX,Novy Urengoy Airport;Novyj Urengoj#Russian Federation!Europe
MES,Polonia Airport;Medan#Indonesia!Asia
VAR,Varna Airport;Varna#Bulgaria!Europe
BLL,Billund Airport;Billund#Denmark!Europe
KWA,Kwajalein Airport;Kwajalein#Marshall Islands!Oceania
SWF,Stewart International Airport;Newburgh#United States!North America
UAQ,San Juan Airport;San Juan#Argentina!South America
MNG,Maningrida Airport;Maningrida#Australia!Oceania
AAR,Aarhus Airport;Aarhus#Denmark!Europe
KVA,Kavala International Airport;Kavala#Greece!Europe
TST,Trang Airport;Trang#Thailand!Asia
BHK,Bukhara Airport;Bukhara#Uzbekistan!Asia
PTY,Tocumen International Airport;Panama City#Panama!Central America
PMZ,Palmur'Sur Airport;Palmar#Costa Rica!Central America
YVB,Bonaventure Airport;Bonaventure#Canada!North America
GPI,Guapi Airport;Guapi#Colombia!South America
BRM,Barquisimeto Airport;Barquisimeto#Venezuela!South America
USM,Samui Airport;Koh Samui#Thailand!Asia
YMN,Makkovik Airport;Makkovik#Canada!North America
WWK,Boram Airport;Wewak#Papua New Guinea!Asia
XGR,Kangiqsualujjuaq Airport;Kangiqsualujjuaq#Canada!North America
WAG,Wanganui Airport;Wanganui#New Zealand!Oceania
FXE,Fort Lauderdale Executive Airport;Fort Lauderdale#United States!North America
GTZ,Kirawira B Aerodrome;Grumeti Game Reserve#United Republic of Tanzania!Africa
AKR,Akure Airport;Akure#Nigeria!Africa
JLR,Jabalpur Airport;Jabalpur#India!Asia
PKE,Parkes Airport;Parkes#Australia!Oceania
LSY,Lismore Airport;Lismore#Australia!Oceania
RHI,Oneida County Airport;Rhinelander#United States!North America
YAG,Fort Frances Municipal Airport;Fort Frances#Canada!North America
PIS,Biard Airport;Poitiers#France!Europe
AIA,Alliance Airport;Alliance#United States!North America
CME,Ciudad Del Carmen Airport;Ciudad Del Carmen#Mexico!North America
SCO,Aktau International Airport;Aktau#Kazakhstan!Asia
ACT,Waco Municipal Airport;Waco#United States!North America
MEB,Essendon Airport;Melbourne#Australia!Oceania
CLY,Sainte Catherine Airport;Calvi#France!Europe
BUZ,Bushehr Airport;Bushehr#Iran!Asia
PBH,Paro Airport;Paro#Bhutan!Asia
BNX,Banja Luka Airport;Banja Luka#Bosnia and Herzegovina!Europe
TKX,Takaroa Airport;Takaroa#French Polynesia!Oceania
MGQ,Mogadishu International Airport;Mogadishu#Somalia!Africa
OLP,Olympic Dam Airport;Olympic Dam#Australia!Oceania
YOG,Ogoki Airport;Ogoki#Canada!North America
ILM,Wilmington International Airport;Wilmington#United States!North America
MJD,Mohenjo Daro Airport;Mohenjo Daro#Pakistan!Asia
TBB,Tuy Hoa Airport;Tuy Hoa#Viet Nam!Asia
COO,Cotonou Airport;Cotonou#Benin!Africa
ALW,Walla Walla Airport;Walla Walla#United States!North America
BDB,Bundaberg Airport;Bundaberg#Australia!Oceania
PIP,Pilot Point Airport;Pilot Point#United States!North America
GMP,Gimpo International Airport;Seoul#Republic of Korea!Asia
GLV,Golovin Airport;Golovin#United States!North America
QOW,Sam Mbakwe International Airport;Imo#Nigeria!Africa
RGL,Rio Gallegos Internacional Airport;Rio Gallegos#Argentina!South America
APW,Faleolo Airport;Apia#Samoa!Oceania
TKG,Radin Inten II Airport;Bandar Lampung#Indonesia!Asia
PSS,Posadas Airport;Posadas#Argentina!South America
BPX,Bangda Airport;Bangda#China!Asia
BHR,Bharatpur Airport;Bharatpur#Nepal!Asia
ADE,Aden International Airport;Aden#Republic of Yemen!Middle East
ZZO,Zonalnoye Airport;Tymovskoye#Russian Federation!Europe
PZU,Port Sudan Airport;Port Sudan#Sudan!Africa
MLL,Marshall Airport;Marshall#United States!North America
BJX,Guanajuato International Airport;Leon/Guanajuato#Mexico!North America
ADB,Izmir Adnan Menderes Airport;Izmir#Turkey!Europe
IXD,Bamrauli Airport;Allahabad#India!Asia
OMA,Eppley Airfield;Omaha#United States!North America
SLK,Adirondack Airport;Saranac Lake#United States!North America
LGW,London Gatwick Airport;London#United Kingdom!Europe
LIT,Bill and Hillary Clinton National Airport;Little Rock#United States!North America
PTG,Polokwane Airport;Polokwane#South Africa!Africa
NAS,Lynden Pindling International Airport;Nassau#Bahamas!Caribbean
KTW,Katowice International Airport;Katowice#Poland!Europe
ONG,Mornington Airport;Mornington#Australia!Oceania
UPG,Sultan Hasanuddin International Airport;Ujung Pandang#Indonesia!Asia
HHH,Hilton Head Airport;Hilton Head#United States!North America
IGM,Kingman Airport;Kingman#United States!North America
VIS,Visalia Municipal Airport;Visalia#United States!North America
HIN,Sacheon Airport;Jinju#Republic of Korea!Asia
CRV,Crotone Airport;Crotone#Italy!Europe
RGS,Burgos Airport;Burgos#Spain and Canary Islands!Europe
KUN,Kaunas Airport;Kaunas#Lithuania!Europe
BRN,Bern Airport;Berne#Switzerland!Europe
IVC,Invercargill Airport;Invercargill#New Zealand!Oceania
SAL,El Salvador International Airport;San Salvador#El Salvador!Central America
DED,Dehra Dun Airport;Dehra Dun#India!Asia
MKG,Muskegon Airport;Muskegon#United States!North America
MUB,Maun Airport;Maun#Botswana!Africa
STD,Mayo Guerrero Airport;Santo Domingo#Venezuela!South America
FUT,Futuna Island Airport;Futuna Island#Wallis and Futuna Islands!Oceania
APK,Apataki Airport;Apataki#French Polynesia!Oceania
CUL,Culiacan International Airport;Culiacan#Mexico!North America
YTE,Cape Dorset Airport;Cape Dorset#Canada!North America
TSE,Astana International Airport;Astana#Kazakhstan!Asia
KWJ,Gwangju Airport;Gwangju#Republic of Korea!Asia
ANV,Anvik Airport;Anvik#United States!North America
MGF,Regional De Maringa;Maringa#Brazil!South America
HFD,Brainard Airport;Hartford#United States!North America
CMH,Port Columbus International Airport;Columbus#United States!North America
PIR,Pierre Regional Airport;Pierre#United States!North America
OKC,Will Rogers World Airport;Oklahoma City#United States!North America
CAH,Ca Mau Airport;Ca Mau#Viet Nam!Asia
RAK,Menara Airport;Marrakech#Morocco!Africa
JHM,Kapalua Airport;Kapalua#United States!North America
ALS,Alamosa Municipal Airport;Alamosa#United States!North America
DUB,Dublin Airport;Dublin#Ireland!Europe
YLW,Kelowna International Airport;Kelowna#Canada!North America
YQU,Grande Prairie Airport;Grande Prairie#Canada!North America
PTA,Port Alsworth Airport;Port Alsworth#United States!North America
MXT,Maintirano Airport;Maintirano#Madagascar!Africa
DZN,Zhezhazgan Airport;Zhezkazgan#Kazakhstan!Asia
CCC,Jardines del Rey Airport;Cayo Coco#Cuba!Caribbean
KAO,Kuusamo Airport;Kuusamo#Finland!Europe
GER,Rafael Cabrera Airport;Nueva Gerona#Cuba!Caribbean
DRW,Darwin International Airport;Darwin#Australia!Oceania
GSM,Dayrestan Airport;Qeshm Island#Iran!Asia
ALP,Aleppo International Airport;Aleppo#Syrian Arab Republic!Middle East
SGD,Sonderborg Airport;Sonderborg#Denmark!Europe
AKU,Aksu Airport;Aksu#China!Asia
DMU,Dimapur Airport;Dimapur#India!Asia
GHB,Governor's Harbour Airport;Governor's Harbour#Bahamas!Caribbean
ORV,Robert (Bob) Curtis Memorial Airport;Noorvik#United States!North America
TUI,Turaif Airport;Turaif#Saudi Arabia!Middle East
LST,Launceston Airport;Launceston#Australia!Oceania
TOG,Togiak Village Airport;Togiak Village#United States!North America
IPL,Imperial County Airport;Imperial#United States!North America
HAH,Prince Said Ibrahim Internatonal Airport;Moroni#Comoros!Africa
WMO,White Mountain Airport;White Mountain#United States!North America
HPH,Cat Bi International Airport;Haiphong#Viet Nam!Asia
TPP,Cad. FAP Guillermo del Castillo Paredes Airport;Tarapoto#Peru!South America
AKV,Akulivik Airport;Akulivik#Canada!North America
STR,Stuttgart Airport;Stuttgart#Germany!Europe
BHH,Bisha Airport;Bisha#Saudi Arabia!Middle East
ESB,Esenboga Airport;Ankara#Turkey!Europe
NQN,Presidente Peron International Airport;Neuquen#Argentina!South America
PLQ,Palanga International Airport;Palanga#Lithuania!Europe
YQL,Lethbridge Airport;Lethbridge#Canada!North America
BCN,Barcelona-El Prat Airport;Barcelona#Spain and Canary Islands!Europe
TGH,Tongoa Airport;Tongoa#Vanuatu!Oceania
LGK,Langkawi International Airport;Langkawi#Malaysia!Asia
RIB,Gen Buech Airport;Riberalta#Bolivia!South America
DMK,Don Muang International Airport;Bangkok#Thailand!Asia
KEP,Nepalganj Airport;Nepalganj#Nepal!Asia
BDP,Bhadrapur Airport;Bhadrapur#Nepal!Asia
YQI,Yarmouth Airport;Yarmouth#Canada!North America
TBJ,Tabarka-Ain Draham Airport;Tabarka#Tunisia!Africa
KRR,Krasnodar International Airport;Krasnodar#Russian Federation!Europe
IQT,C.F. Secada Vignetta International Airport;Iquitos#Peru!South America
NDB,Nouadhibou Airport;Nouadhibou#Mauritania!Africa
MOT,Minot International Airport;Minot#United States!North America
SKP,Skopje Alexander the Great Airport;Skopje#Macedonia (FYROM)!Europe
PLU,Belo Horizonte Airport;Belo Horizonte#Brazil!South America
YUD,Umiujaq Airport;Umiujaq#Canada!North America
OSS,Osh Airport;Osh#Kyrgyzstan!Asia
PQS,Pilot Station Airport;Pilot Station#United States!North America
PRA,General Justo Jose de Urquiza Airport;Parana#Argentina!South America
BQK,Glynco Jetport;Brunswick#United States!North America
RUE,Russellville Regional;Russellville#United States!North America
BJF,Batsfjord Airport;Batsfjord#Norway!Europe
LPL,Liverpool John Lennon Airport;Liverpool#United Kingdom!Europe
SFT,Skelleftea Airport;Skelleftea#Sweden!Europe
WAA,Wales Airport;Wales#United States!North America
HNM,Hana Airport;Hana#United States!North America
ZAG,Zagreb International Airport;Zagreb#Croatia!Europe
WRY,Westray Airport;Westray#United Kingdom!Europe
PGV,Pitt-Greenville Airport;Greenville#United States!North America
HAJ,Hanover Airport;Hanover#Germany!Europe
ROS,Fisherton Airport;Rosario#Argentina!South America
VDE,Hierro Airport;Valverde#Spain and Canary Islands!Europe
LYA,Luoyang Beijiao Airport;Luoyang#China!Asia
VLY,Royal Air Force Station Valley;Valley#United Kingdom!Europe
LSH,Lashio Airport;Lashio#Myanmar!Asia
TUL,Tulsa International Airport;Tulsa#United States!North America
ADZ,Gustavo Rojas Pinilla Airport;San Andres Island#Colombia!South America
TKE,Tenakee Springs Sea Plane Base;Tenakee Springs#United States!North America
LNJ,Lincang Airport;Lincang#China!Asia
RKA,Aratika-Nord Airport;Aratika#French Polynesia!Oceania
MIG,Mianyang Nanjiao Airport;Mian Yang#China!Asia
RMT,Rimatara Airport;Rimatara#French Polynesia!Oceania
LZH,Liuzhou Airport;Liuzhou#China!Asia
TCZ,Tengchong Tuofeng Airport;Tengchong#China!Asia
YMU,Mansons Landing Seaplane Base;Mansons Landing#Canada!North America
RRR,Raroia Airport;Raroia#French Polynesia!Oceania
MXZ,Mei Xian Airport;Mei Xian#China!Asia
NTG,Nantong Xingdong Airport;Nantong#China!Asia
MFR,Rogue Valley International-Medford Airport;Medford#United States!North America
XQC,Balad Airbase;Balad#Iraq!Middle East
OAI,Logistics Support Area Anaconda;Bagram#Afghanistan!Asia
TQL,Tarko-Sale Airport;Tarko-Sale#Russian Federation!Europe
LZY,Nyingchi Mainling Airport;Nyingchi#China!Asia
HGE,Higuerote Airport;Higuerote#Venezuela!South America
YUS,Yushu Batang Airport;Yushu#China!Asia
ZHY,Zhongwei Airport;Zhongwei#China!Asia
DTW,Detroit Metropolitan Wayne County Airport;Detroit#United States!North America
LPF,Liupanshui Yuezhao Airport;Yuezhao#China!Asia
NUE,Nuremberg Airport;Nuremberg#Germany!Europe
JUZ,Quzhou Airport;Quzhou, Zhejiang Province#China!Asia
SWA,Jieyang Chaoshan Airport;Jieyang#China!Asia
VBA,Ann Airport;Ann#Myanmar!Asia
VBP,Bokpyin Airport;Bokpyin#Myanmar!Asia
XFN,Xiangyang Airport;Xiangyang#China!Asia
SQN,Sanana Airport;Sanana#Indonesia!Asia
WNZ,Wenzhou Longwan International Airport;Wenzhou#China!Asia
RBD,Dallas Executive Airport;Dallas#United States!North America
ARD,Alor Island Airport;Alor Island#Indonesia!Asia
SWQ,Sultan Muhammad Kaharuddin III Airport;Sumbawa Besar#Indonesia!Asia
YIH,Yichang Sanxia Airport;Yichang#China!Asia
ZUH,Zhuhai Jinwan Airport;Zhuhai#China!Asia
GME,Gomel Airport;Gomel#Belarus!Europe
LWE,Wunopito Airport;Lewoleba#Indonesia!Asia
DXE,Bruce Campbell Field;Madison#United States!North America
YIN,Yining Airport;Yining#China!Asia
YZY,Zhangye Ganzhou Airport;Zhangye#China!Asia
YIW,Yiwu Airport;Yiwu#China!Asia
CAK,Akron-Canton Airport;Akron#United States!North America
NOP,Sinop Airport - Turkey;Sinop#Turkey!Europe
ZOS,Canal Bajo Airport;Osorno#Chile!South America
ZHA,Zhanjiang Airport;Zhanjiang#China!Asia
MLA,Malta International Airport;Malta#Malta!Europe
YOW,Ottawa/Macdonald-Cartier International Airport;Ottawa#Canada!North America
IQN,Qingyang Airport;Qingyang#China!Asia
BVA,Beauvais-Tille Airport;Paris#France!Europe
ZIZ,Zamzama Heliport;Dadu#Pakistan!Asia
BPL,Bole Airport;Bole#China!Asia
DIW,Mawella Lagoon Airport;Dikwella#Sri Lanka!Asia
LPI,Linkoping City Airport;Linkoping#Sweden!Europe
DKA,Katsina Airport;Katsina#Nigeria!Africa
ECP,Northwest Florida Beaches International Airport;Panama City#United States!North America
BEG,Belgrad Nikola Tesla Airport;Belgrade#Republic of Serbia!Europe
KKQ,Krasnosel'Kup Airport;Krasnosel'Kup#Russian Federation!Europe
KVR,Kavalerovo Airport;Kavalerovo#Russian Federation!Europe
TGD,Podgorica Airport;Podgorica#Montenegro!Europe
IVG,Berane-Ivangrad Airport;Ivangrad#Montenegro!Europe
THQ,Tianshui Maijishan Airport;Tianshui#China!Asia
LLB,Libo County Libo City Airport;Libo City#China!Asia
ZBK,Zabljak Airport;Zabljak#Montenegro!Europe
PRN,Pristina International Airport;Pristina#Republic of Serbia!Europe
NIU,Niau Airport;Fakarava Niau#French Polynesia!Oceania
UZC,Ponikve Airport;Uzice#Republic of Serbia!Europe
SHP,Qinhuangdao Shanhaiguan Airport;Qinhuangdao#China!Asia
ENY,Ershilipu Airport;Yan'an#China!Asia
TNA,Jinan Yaoqiang International Airport;Jinan#China!Asia
ERL,Eren Hot Airport;Eren Hot#China!Asia
NGQ,Ngari Gunsa/Ali Kunsha Airport;Shi Quan He#China!Asia
KHG,Kashi Airport;Kashi#China!Asia
KRL,Korla Airport;Korla#China!Asia
JDZ,Jingdezhen Airport;Jingdezhen#China!Asia
